subject_id	panel	gene_symbol	pt1_pr1	pt2_pr2	pt2_pt1	pr2_pr1
014	Cardiometabolic_II	OXCT1	0.899	1.153	-0.1797	-0.4337
014	Cardiometabolic_II	PACS2	2.4147	0.9838	-1.0196	0.4113
014	Cardiometabolic_II	PAGR1	0.3588	0.3231	-0.631	-0.5953
014	Cardiometabolic_II	PALM3	-0.3203	-0.3605	-0.613	-0.5728
014	Cardiometabolic_II	PDAP1	1.5924	0.5192	-0.4781	0.5951
014	Cardiometabolic_II	PDE4D	-0.4769	-0.1129	0.2391	-0.1249
014	Cardiometabolic_II	PDIA4	0.6944	1.4038	-0.0664	-0.7758
014	Cardiometabolic_II	PDZD2	2.0994	0.6864	-0.8378	0.5752
014	Cardiometabolic_II	PECR	0.3303	-0.0546	-0.1879	0.197
014	Cardiometabolic_II	PGD	1.1178	0.6784	0.0418	0.4812
014	Cardiometabolic_II	PGLYRP4	0.2379	0.4433	-0.2632	-0.4686
014	Cardiometabolic_II	PKD1	0.0434	0.2355	-0.1766	-0.3687
014	Cardiometabolic_II	PKD2	1.2233	1.5708	-0.3375	-0.685
014	Cardiometabolic_II	PMCH	-0.1038	-0.2297	0.0368	0.1627
014	Cardiometabolic_II	PMM2	2.1677	1.8888	-0.6327	-0.3538
014	Cardiometabolic_II	PNMA1	0.4594	0.3257	-0.2945	-0.1608
014	Cardiometabolic_II	POMC	-0.7387	0.132	0.1794	-0.6913
014	Cardiometabolic_II	POSTN	0.0147	-0.1857	-0.4256	-0.2252
014	Cardiometabolic_II	PPIF	0.2518	0.1613	-0.3337	-0.2432
014	Cardiometabolic_II	PPM1F	1.1809	0.6172	-0.637	-0.0733
014	Cardiometabolic_II	PRAP1	-0.503	-0.062	0.1286	-0.3124
014	Cardiometabolic_II	PRG2	0.11	0.1777	-0.3669	-0.4346
014	Cardiometabolic_II	PRG3	-0.0425	0.2543	0.0402	-0.2566
014	Cardiometabolic_II	PRKD2	-0.0189	0.0882	0.0845	-0.0226
014	Cardiometabolic_II	PROCR	-0.6583	-0.241	1.6315	1.2142
014	Cardiometabolic_II	PRRT3	0.1383	0.1037	-0.1034	-0.0688
014	Cardiometabolic_II	PSAP	0.0726	0.1857	0.0009	-0.1122
014	Cardiometabolic_II	PTGR1	0.2638	0.1977	0.1165	0.1826
014	Cardiometabolic_II	PTPRB	0.057	0.1169	-0.0576	-0.1175
014	Cardiometabolic_II	PTPRC	0.3427	0.0666	-0.1225	0.1536
014	Cardiometabolic_II	PTPRZ1	0.1325	0.4601	-0.1593	-0.4869
014	Cardiometabolic_II	PYDC1	0.0263	-0.2369	-0.2651	-0.0019
014	Cardiometabolic_II	PYY	0.1535	1.4169	-0.1696	-1.433
014	Cardiometabolic_II	RAB10	0.5668	0.6448	-0.597	-0.675
014	Cardiometabolic_II	RAB11FIP3	2.7141	2.4125	-0.6832	-0.3816
014	Cardiometabolic_II	RAB27B	2.5182	2.9601	-0.4497	-0.8916
014	Cardiometabolic_II	RAB33A	1.5867	1.3715	-0.749	-0.5338
014	Cardiometabolic_II	RAB39B	1.2325	0.0819	-0.2003	0.9503
014	Cardiometabolic_II	RANBP1	0.8232	1.1912	-0.5192	-0.8872
014	Cardiometabolic_II	RBM19	0.8426	-0.8803	-0.2221	1.5008
014	Cardiometabolic_II	RBPMS2	2.8159	3.0825	-0.7778	-1.0444
014	Cardiometabolic_II	RECK	-0.2645	0.0703	-0.0695	-0.4043
014	Cardiometabolic_II	REXO2	0.0076	-0.1113	-0.1207	-0.0018
014	Cardiometabolic_II	RILPL2	2.0475	2.6085	-0.5159	-1.0769
014	Cardiometabolic_II	RIPK4	-0.2856	-1.1754	-1.7646	-0.8748
014	Cardiometabolic_II	RNASE10	-0.4221	-0.112	0.1881	-0.122
014	Cardiometabolic_II	RNF149	0.0747	-0.2626	-0.1245	0.2128
014	Cardiometabolic_II	RNF5	0.4574	0.7419	0.5861	0.3016
014	Cardiometabolic_II	ROBO4	-0.0331	-0.12	0.0108	0.0977
014	Cardiometabolic_II	RPL14	-0.142	0.3874	0.155	-0.3744
014	Cardiometabolic_II	RPS10	-0.3423	0.453	0.6061	-0.1892
014	Cardiometabolic_II	RTKN2	0.1752	-0.1802	0.2857	0.6411
014	Cardiometabolic_II	RYR1	-0.474	0.2062	0.9011	0.2209
014	Cardiometabolic_II	SARG	1.6031	1.4328	-0.8651	-0.6948
014	Cardiometabolic_II	SART1	-0.4154	-0.1334	0.6647	0.3827
014	Cardiometabolic_II	SAT1	-0.6225	0.7308	1.1272	-0.2261
014	Cardiometabolic_II	SBSN	-0.481	-0.3252	0.2108	0.055
014	Cardiometabolic_II	SCGB2A2	0.2775	0.3707	1.1976	1.1044
014	Cardiometabolic_II	SCN4B	0.2076	0.2555	-0.1275	-0.1754
014	Cardiometabolic_II	SCPEP1	0.8505	1.0013	-0.3413	-0.4921
014	Cardiometabolic_II	SCRG1	-0.1588	0.1083	0.0715	-0.1956
014	Cardiometabolic_II	SCRIB	1.2684	1.1831	-0.6323	-0.547
014	Cardiometabolic_II	SEC31A	0.0957	0.6806	-0.2939	-0.8788
014	Cardiometabolic_II	SEL1L	-0.3087	-0.1264	0.0706	-0.1117
014	Cardiometabolic_II	SERPINE2	1.3273	1.3261	-0.0072	-0.006
014	Cardiometabolic_II	SGSH	0.2461	0.2743	-0.1891	-0.2173
014	Cardiometabolic_II	SHD	1.1648	0.1981	-0.8286	0.1381
014	Cardiometabolic_II	SHISA5	0.2222	-0.0746	-0.1497	0.1471
014	Cardiometabolic_II	SIGLEC8	0.0627	0.171	0.2308	0.1225
014	Cardiometabolic_II	SIL1	0.1237	-0.3099	-0.1383	0.2953
014	Cardiometabolic_II	SKIV2L	-0.0821	-0.2524	-0.425	-0.2547
014	Cardiometabolic_II	SLC12A2	1.7829	0.3067	-1.1955	0.2807
014	Cardiometabolic_II	SLC4A1	-0.8129	0.6778	0.1846	-1.3061
014	Cardiometabolic_II	SLC51B	0.1565	-0.4736	-0.3235	0.3066
014	Cardiometabolic_II	SLURP1	-0.1773	-0.3565	-0.1417	0.0375
014	Cardiometabolic_II	SNED1	0.2666	-0.2036	-0.4369	0.0333
014	Cardiometabolic_II	SNU13	0.1668	-0.1551	-0.4165	-0.0946
014	Cardiometabolic_II	SNX5	0.3197	0.4653	-0.2227	-0.3683
014	Cardiometabolic_II	SPESP1	0.6568	-0.3961	-0.8105	0.2424
014	Cardiometabolic_II	SPINK8	0.0906	0.504	0.2472	-0.1662
014	Cardiometabolic_II	SRPX	0.1016	0.2097	-0.184	-0.2921
014	Cardiometabolic_II	STAB2	0.0961	0.2181	-0.1357	-0.2577
014	Cardiometabolic_II	SYTL4	0.7001	0.7863	-0.7557	-0.8419
014	Cardiometabolic_II	TALDO1	0.656	0.4684	-0.225	-0.0374
014	Cardiometabolic_II	TCOF1	0.0306	0.4678	0.2078	-0.2294
014	Cardiometabolic_II	TCTN3	0.2373	0.104	-0.0922	0.0411
014	Cardiometabolic_II	TEF	0.8215	0.2197	0.1132	0.715
014	Cardiometabolic_II	THRAP3	0.1267	-0.9938	-0.8487	0.2718
014	Cardiometabolic_II	TIMM10	0.8572	0.2223	-0.3576	0.2773
014	Cardiometabolic_II	TIMP2	0.2478	0.2772	0.0948	0.0654
014	Cardiometabolic_II	TMED10	-0.4088	-0.1125	-0.1278	-0.4241
014	Cardiometabolic_II	TMED4	0.1166	0.2895	-0.0194	-0.1923
014	Cardiometabolic_II	TMEM132A	0.0765	0.5092	-0.7149	-1.1476
014	Cardiometabolic_II	TNFSF8	0.0432	0.4028	0.5988	0.2392
014	Cardiometabolic_II	TNN	0.4987	0.1543	-0.356	-0.0116
014	Cardiometabolic_II	TOMM20	0.9923	0.3593	-0.5252	0.1078
014	Cardiometabolic_II	TOR1AIP1	0.6449	0.4723	-0.0583	0.1143
014	Cardiometabolic_II	TPK1	0.3367	0.1795	-0.0685	0.0887
014	Cardiometabolic_II	TPM3	-0.2186	-0.7786	1.5891	2.1491
014	Cardiometabolic_II	TPR	0.2001	1.1117	0.5809	-0.3307
014	Cardiometabolic_II	TRAF3IP2	0.3011	-0.7386	-0.2488	0.7909
014	Cardiometabolic_II	TREH	-0.156	0.238	-0.0497	-0.4437
014	Cardiometabolic_II	TRPV3	-0.518	-0.347	0.2359	0.0649
014	Cardiometabolic_II	TSNAX	0.2441	0.2277	-0.1501	-0.1337
014	Cardiometabolic_II	TSPAN15	0.2406	-0.5645	-0.1641	0.641
014	Cardiometabolic_II	TTN	0.8123	-0.2597	1.4943	2.5663
014	Cardiometabolic_II	TWF2	1.4801	1.2315	-0.5267	-0.2781
014	Cardiometabolic_II	UBE2L6	1.2491	1.0257	-0.5176	-0.2942
014	Cardiometabolic_II	UBQLN3	0.8129	-0.1408	-0.1249	0.8288
014	Cardiometabolic_II	UGDH	1.1706	0.8021	-0.419	-0.0505
014	Cardiometabolic_II	UHRF2	0.0145	-0.3466	0.2215	0.5826
014	Cardiometabolic_II	UPB1	0.2431	0.0295	-0.2112	0.0024
014	Cardiometabolic_II	USP47	1.5094	0.054	-0.1049	1.3505
014	Cardiometabolic_II	VIPR1	-0.9156	0.8534	0.6571	-1.1119
014	Cardiometabolic_II	VIT	0.1151	0.0509	-0.2806	-0.2164
014	Cardiometabolic_II	VSIG10L	0.8157	-0.8332	0.0865	1.7354
014	Cardiometabolic_II	YOD1	0.8205	0.8526	-0.8051	-0.8372
014	Cardiometabolic_II	ZCCHC8	-0.0593	-0.3465	-0.4662	-0.179
014	Cardiometabolic_II	ZP3	-0.0668	0.0139	-0.2104	-0.2911
014	Inflammation	ACTN4	0.8613	-0.2547	-0.3793	0.7367
014	Inflammation	ADA	0.1966	0.0247	0.2425	0.4144
014	Inflammation	ADAM23	-0.0839	-0.11	0.038	0.0641
014	Inflammation	ADGRE2	0.0715	-0.1767	-0.1146	0.1336
014	Inflammation	AGER	0.2118	0.1529	-0.2259	-0.167
014	Inflammation	AGRN	0.2469	0.015	-0.0161	0.2158
014	Inflammation	AGRP	-0.5	0.0145	1.3677	0.8532
014	Inflammation	AMBN	-0.1215	0.4943	0.7602	0.1444
014	Inflammation	AMN	0.312	0.2011	-0.6121	-0.5012
014	Inflammation	ANGPT1	1.3757	1.5596	-0.0751	-0.259
014	Inflammation	ANGPTL2	-0.1163	0.2432	0.1673	-0.1922
014	Inflammation	ANGPTL4	0.4011	0.0711	-0.6984	-0.3684
014	Inflammation	ANXA11	1.8072	0.6859	-1.0279	0.0934
014	Inflammation	AOC1	-0.5887	0.4041	0.4865	-0.5063
014	Inflammation	ARHGEF12	2.322	2.0724	-1.0365	-0.7869
014	Inflammation	ARNT	-0.4733	-0.3723	0.0637	-0.0373
014	Inflammation	ARTN	-0.7689	-0.0318	0.3258	-0.4113
014	Inflammation	ATP5IF1	2.074	2.6579	-0.7562	-1.3401
014	Inflammation	AXIN1	1.0483	0.808	-0.7568	-0.5165
014	Inflammation	B4GALT1	0.2293	-0.124	-0.098	0.2553
014	Inflammation	BACH1	1.3924	0.3134	-0.4766	0.6024
014	Inflammation	BANK1	1.8266	1.4284	-0.7503	-0.3521
014	Inflammation	BCL2L11	-0.247	0.6123	0.4094	-0.4499
014	Inflammation	BCR	0.0623	0.3928	0.4195	0.089
014	Inflammation	BID	1.2534	1.1495	-1.5219	-1.418
014	Inflammation	BSG	0.0216	-0.0603	-0.0131	0.0688
014	Inflammation	BTN2A1	0.0635	-0.0806	-0.128	0.0161
014	Inflammation	BTN3A2	0.1268	0.0266	-0.2103	-0.1101
014	Inflammation	C1QA	-0.1143	0.0119	0.0281	-0.0981
014	Inflammation	CASP2	1.3191	0.8637	-0.8406	-0.3852
014	Inflammation	CCL11	0.0035	0.1894	-0.0829	-0.2688
014	Inflammation	CCL13	0.6016	0.804	0.0322	-0.1702
014	Inflammation	CCL17	0.7981	0.7274	0.0101	0.0808
014	Inflammation	CCL20	0.2918	0.4154	-0.3601	-0.4837
014	Inflammation	CCL21	-0.0153	-0.2491	-0.0646	0.1692
014	Inflammation	CCL22	0.3205	0.1775	-0.1055	0.0375
014	Inflammation	CCL23	0.1133	0.1761	0.3297	0.2669
014	Inflammation	CCL24	0.3672	0.1317	-0.1545	0.081
014	Inflammation	CCL25	-0.4419	-0.2411	0.1905	-0.0103
014	Inflammation	CCL26	-0.1615	0.0559	0.2847	0.0673
014	Inflammation	CCL28	-0.0371	-0.5872	-0.0133	0.5368
014	Inflammation	CCL3	0.1812	-0.2199	-0.7348	-0.3337
014	Inflammation	CCL4	0.4606	0.2623	-0.0702	0.1281
014	Inflammation	CCL7	0.3048	-0.1799	0.1891	0.6738
014	Inflammation	CCN2	0.4679	0.4052	0.2118	0.2745
014	Inflammation	CD160	-0.033	0.0061	-0.0184	-0.0575
014	Inflammation	CD200	0.0303	-0.0379	-0.6262	-0.558
014	Inflammation	CD200R1	0.0685	0.0263	-0.0854	-0.0432
014	Inflammation	CD22	0.2529	0.1049	0.0112	0.1592
014	Inflammation	CD244	0.3307	0.0904	-0.0585	0.1818
014	Inflammation	CD276	0.1093	-0.1796	-0.0267	0.2622
014	Inflammation	CD4	0.588	-0.0759	-0.0847	0.5792
014	Inflammation	CD40	1.006	0.6326	-0.4884	-0.115
014	Inflammation	CD40LG	2.0499	1.613	-0.5556	-0.1187
014	Inflammation	CD48	0.2667	0.0417	-0.0459	0.1791
014	Inflammation	CD58	0.1497	-0.074	-0.0795	0.1442
014	Inflammation	CD6	-0.0356	0.2343	0.3164	0.0465
014	Inflammation	CD70	0.1747	-0.2818	-0.7377	-0.2812
014	Inflammation	CD79B	0.1828	0.0209	-0.1282	0.0337
014	Inflammation	CD83	-0.2568	-0.6978	0.0125	0.4535
014	Inflammation	CD84	0.7328	0.6878	-0.3451	-0.3001
014	Inflammation	CDON	0.3233	-0.0665	-0.4168	-0.027
014	Inflammation	CDSN	-0.0642	-0.1803	-0.1409	-0.0248
014	Inflammation	CEACAM21	0.3883	1.2756	0.2672	-0.6201
014	Inflammation	CEP164	0.1034	0.4817	0.3348	-0.0435
014	Inflammation	CHRDL1	-0.0897	-0.1589	-0.1454	-0.0762
014	Inflammation	CKAP4	-0.0293	0.0842	0.1789	0.0654
014	Inflammation	CKMT1A_CKMT1B	0.1977	-0.1391	0.1375	0.4743
014	Inflammation	CLEC4A	-0.0019	-0.113	-0.0537	0.0574
014	Inflammation	CLEC4C	0.0322	-0.1349	-0.1032	0.0639
014	Inflammation	CLEC4D	-0.4963	-0.6678	-0.4055	-0.234
014	Inflammation	CLEC4G	-0.0317	-0.3437	-0.7639	-0.4519
014	Inflammation	CLEC7A	0.0525	-0.2017	-0.0853	0.1689
014	Inflammation	CLIP2	2.6543	2.3245	-0.5993	-0.2695
014	Inflammation	CLSTN2	-0.1432	-0.1685	-0.059	-0.0337
014	Inflammation	CNTNAP2	0.0975	-0.3737	-0.8809	-0.4097
014	Inflammation	COL9A1	-0.3518	-0.0974	0.4962	0.2418
014	Inflammation	COLEC12	-0.0258	-0.2184	-0.094	0.0986
014	Inflammation	CRELD2	0.6013	0.402	-0.2608	-0.0615
014	Inflammation	CRHBP	0.187	0.091	-0.1471	-0.0511
014	Inflammation	CRIM1	0.3403	-0.0723	-0.2528	0.1598
014	Inflammation	CRKL	3.2044	3.0258	-0.9392	-0.7606
014	Inflammation	CRLF1	0.1044	-0.1482	-0.2147	0.0379
014	Inflammation	CSF1	0.2609	-0.0334	-0.2923	0.002
014	Inflammation	CSF3	-0.5699	-0.38	-1.2115	-1.4014
014	Inflammation	CST7	0.192	0.1739	-0.1507	-0.1326
014	Inflammation	CTRC	0.3029	0.1135	-0.0724	0.117
014	Inflammation	CTSC	0.1742	-0.102	-0.64	-0.3638
014	Inflammation	CTSO	0.0694	0.3531	-0.1146	-0.3983
014	Inflammation	CXADR	0.0463	0.0244	-0.1374	-0.1155
014	Inflammation	CXCL1	1.3348	0.8219	-0.5249	-0.012
014	Inflammation	CXCL10	-0.1656	-0.3402	0.0239	0.1985
014	Inflammation	CXCL12	0.1421	-0.1404	0.473	0.7555
014	Inflammation	CXCL14	0.2053	-0.1828	-0.208	0.1801
014	Inflammation	CXCL17	0.3411	0.5538	0.4583	0.2456
014	Inflammation	CXCL3	2.6166	2.3185	-0.5284	-0.2303
014	Inflammation	CXCL6	0.7157	0.8923	0.2855	0.1089
014	Inflammation	CXCL8	-0.07	0.0494	0.2534	0.134
014	Inflammation	CXCL9	0.2662	0.0363	0.0873	0.3172
014	Inflammation	DAG1	0.9278	0.8193	-0.2511	-0.1426
014	Inflammation	DAPP1	0.5575	1.2249	0.442	-0.2254
014	Inflammation	DBNL	3.1378	3.08	-0.9852	-0.9274
014	Inflammation	DECR1	2.1147	2.3374	-0.2971	-0.5198
014	Inflammation	DFFA	0.7931	0.5421	-0.2392	0.0118
014	Inflammation	DGKZ	-0.0491	0.4131	0.2518	-0.2104
014	Inflammation	DNAJA2	2.2889	2.1016	-0.6148	-0.4275
014	Inflammation	DNER	0.2037	-0.026	0.4846	0.7143
014	Inflammation	DNPH1	1.0047	0.5572	-0.6017	-0.1542
014	Inflammation	DPP10	-0.0309	-0.0037	0.0707	0.0435
014	Inflammation	EDAR	1.7811	1.5342	-0.7243	-0.4774
014	Inflammation	EGF	2.2159	2.3729	-0.5613	-0.7183
014	Inflammation	EGLN1	0.4553	0.1145	0.2316	0.5724
014	Inflammation	EIF4G1	3.0888	3.1101	-0.7569	-0.7782
014	Inflammation	EIF5A	-1.3001	-0.523	0.6097	-0.1674
014	Inflammation	ENAH	0.096	0.3479	0.4201	0.1682
014	Inflammation	ENPP5	0.1407	-0.0156	-0.1318	0.0245
014	Inflammation	ENPP7	0.0802	0.2358	0.1649	0.0093
014	Inflammation	EPCAM	0.1536	-0.0526	0.2309	0.4371
014	Inflammation	EPHA1	0.476	0.2697	-0.1434	0.0629
014	Inflammation	EPO	-0.2636	-0.0996	-0.0281	-0.1921
014	Inflammation	ERBB3	0.1705	-0.0378	0.0103	0.2186
014	Inflammation	ESM1	0.334	0.0975	0.1568	0.3933
014	Inflammation	F2R	1.0473	0.6886	-0.536	-0.1773
014	Inflammation	FABP1	0.8849	0.0541	0.5322	1.363
014	Inflammation	FABP9	0.3174	-0.1786	-0.4862	0.0098
014	Inflammation	FASLG	0.1175	-0.0085	-0.0932	0.0328
014	Inflammation	FCAR	0.2132	0.1364	-0.1092	-0.0324
014	Inflammation	FCRL2	0.1212	0.0313	-0.1265	-0.0366
014	Inflammation	FCRL3	0.4707	0.246	-0.415	-0.1903
014	Inflammation	FCRL6	0.1714	0.3179	-0.2293	-0.3758
014	Inflammation	FGF19	-0.6011	-0.4726	0.4902	0.3617
014	Inflammation	FGF2	1.163	0.4986	-0.6918	-0.0274
014	Inflammation	FGF5	0.3875	-0.2517	-0.1758	0.4634
014	Inflammation	FIS1	1.212	0.722	0.0611	0.5511
014	Inflammation	FKBP1B	0.4487	0.2719	0.3478	0.5246
014	Inflammation	FLT3LG	-0.2766	-0.4592	-0.0611	0.1215
014	Inflammation	FOXO1	-0.6135	-0.3894	0.0301	-0.194
014	Inflammation	FST	0.1491	0.1779	0.2225	0.1937
014	Inflammation	FSTL3	0.0176	-0.1869	0.0522	0.2567
014	Inflammation	FXYD5	0.1726	0.757	-0.0038	-0.5882
014	Inflammation	GAL	0.2355	0.101	-0.075	0.0595
014	Inflammation	GALNT3	0.2837	0.0529	0.4975	0.7283
014	Inflammation	GBP2	1.5061	0.0852	-0.4735	0.9474
014	Inflammation	GLOD4	1.0526	0.737	-0.4005	-0.0849
014	Inflammation	GMPR	1.5977	1.4466	-0.5427	-0.3916
014	Inflammation	GOPC	1.5416	0.8592	-0.6806	0.0018
014	Inflammation	GZMA	0.2687	-0.1038	-0.2338	0.1387
014	Inflammation	GZMB	0.326	0.5756	0.1978	-0.0518
014	Inflammation	HCLS1	2.1065	1.6385	-0.4508	0.0172
014	Inflammation	HEXIM1	2.0456	0.8077	-0.9476	0.2903
014	Inflammation	HGF	0.2261	0.3514	0.1837	0.0584
014	Inflammation	HLA-DRA	0.7179	-0.4364	-0.6753	0.479
014	Inflammation	HLA-E	-0.0519	-0.3136	-0.2312	0.0305
014	Inflammation	HPCAL1	1.6044	1.135	-0.4469	0.0225
014	Inflammation	HSD11B1	0.1945	-0.361	-0.2214	0.3341
014	Inflammation	HSPA1A	1.2881	0.4746	-0.417	0.3965
014	Inflammation	ICA1	-0.2779	-0.5847	-0.3195	-0.0127
014	Inflammation	ICAM4	0.1117	-0.0366	-0.0947	0.0536
014	Inflammation	IDS	0.0442	-0.0112	0.0817	0.1371
014	Inflammation	IFNG	-0.879	-5.2668	-6.9681	-2.5803
014	Inflammation	IFNGR1	0.0317	-0.1374	0.0059	0.175
014	Inflammation	IFNLR1	0.1218	0.0554	-0.5951	-0.5287
014	Inflammation	IKBKG	1.4245	1.185	-0.5109	-0.2714
014	Inflammation	IL10	0.293	1.3614	-0.2217	-1.2901
014	Inflammation	IL10RA	-0.6693	0.0099	0.7819	0.1027
014	Inflammation	IL10RB	0.1502	0.0055	0.0596	0.2043
014	Inflammation	IL11	1.4807	-0.3999	-1.6937	0.1869
014	Inflammation	IL12B	0.1049	0.0773	-0.1189	-0.0913
014	Inflammation	IL12RB1	1.4818	-0.5281	0.1525	2.1624
014	Inflammation	IL13	-0.0726	0.3067	-0.1609	-0.5402
014	Inflammation	IL15	0.0517	0.0358	-0.4383	-0.4224
014	Inflammation	IL15RA	0.5304	0.8896	-0.1761	-0.5353
014	Inflammation	IL16	-0.1956	0.2785	0.3808	-0.0933
014	Inflammation	IL17A	0.3899	-0.2779	-0.2701	0.3977
014	Inflammation	IL17C	-0.1198	-0.2861	-0.1802	-0.0139
014	Inflammation	IL17D	-0.3997	0.3013	0.1678	-0.5332
014	Inflammation	IL17F	0.0096	0.0891	-0.108	-0.1875
014	Inflammation	IL17RB	-0.0754	0.2009	0.0553	-0.221
014	Inflammation	IL18	0.0443	0.0112	-0.0726	-0.0395
014	Inflammation	IL18R1	0.0333	0.0257	-0.0061	0.0015
014	Inflammation	IL1A	-0.2133	1.2156	1.817	0.3881
014	Inflammation	IL1B	0.5885	-0.6462	-1.3497	-0.115
014	Inflammation	IL1R2	0.2824	-0.1113	-0.0805	0.3132
014	Inflammation	IL1RL2	0.0282	0.3953	0.2585	-0.1086
014	Inflammation	IL1RN	0.1498	-0.1831	0.2371	0.57
014	Inflammation	IL2	-0.2002	0.4337	-0.0693	-0.7032
014	Inflammation	IL20	0.4999	-0.2144	0.0303	0.7446
014	Inflammation	IL20RA	-0.5576	-0.5091	-0.0277	-0.0762
014	Inflammation	IL22RA1	-0.1772	0.044	0.3751	0.1539
014	Inflammation	IL24	-0.0437	0.4896	0.3188	-0.2145
014	Inflammation	IL2RB	1.6537	0.4367	0.2035	1.4205
014	Inflammation	IL32	0.2341	-0.2338	-0.4959	-0.028
014	Inflammation	IL33	0.2027	-1.0509	-0.7081	0.5455
014	Inflammation	IL3RA	-0.6737	-0.0972	0.4432	-0.1333
014	Inflammation	IL4	-0.6062	0.6656	1.5781	0.3063
014	Inflammation	IL4R	0.192	-0.2171	-0.4157	-0.0066
014	Inflammation	IL5	0.6528	-0.3505	-0.3665	0.6368
014	Inflammation	IL5RA	0.0183	0.3015	0.0126	-0.2706
014	Inflammation	IL6	-1.4062	-0.549	0.342	-0.5152
014	Inflammation	IL7	0.7063	0.8353	0.0483	-0.0807
014	Inflammation	IRAK1	1.9511	1.3041	-0.4622	0.1848
014	Inflammation	IRAK4	1.325	1.03	-0.7942	-0.4992
014	Inflammation	ISM1	-0.3806	-0.0528	0.496	0.1682
014	Inflammation	ITGA11	-0.1	-0.1727	0.0178	0.0905
014	Inflammation	ITGA6	0.0315	-0.1477	-0.0889	0.0903
014	Inflammation	ITGB6	0.8186	0.1455	-0.6809	-0.0078
014	Inflammation	ITM2A	0.4741	-0.0443	-0.1154	0.403
014	Inflammation	JCHAIN	0.4903	2.5005	0.6771	-1.3331
014	Inflammation	JUN	0.0318	0.3665	0.6115	0.2768
014	Inflammation	KLRB1	0.0783	0.0302	-0.1201	-0.072
014	Inflammation	KLRD1	0.0233	-0.0071	0.1434	0.1738
014	Inflammation	KRT19	0.0702	-0.5972	-0.1134	0.554
014	Inflammation	KYNU	0.1407	0.0686	-0.2424	-0.1703
014	Inflammation	LAIR1	0.069	-0.076	-0.1545	-0.0095
014	Inflammation	LAMA4	0.2196	0.0188	-0.0343	0.1665
014	Inflammation	LAMP3	0.0691	0.0219	-0.0676	-0.0204
014	Inflammation	LAP3	0.271	0.7372	0.4862	0.02
014	Inflammation	LAT	2.523	1.6458	-0.6019	0.2753
014	Inflammation	LGALS4	0.2018	-0.0529	0.5009	0.7556
014	Inflammation	LGALS9	-0.0022	-0.101	0.1138	0.2126
014	Inflammation	LGMN	0.3374	0.2997	-0.169	-0.1313
014	Inflammation	LHPP	0.6448	0.3467	-0.3307	-0.0326
014	Inflammation	LIFR	-0.1103	0.0705	-0.1707	-0.3515
014	Inflammation	LILRB4	0.4018	0.3734	0.5563	0.5847
014	Inflammation	LRRN1	0.1055	0.1342	-0.2174	-0.2461
014	Inflammation	LSP1	-1.142	0.7366	1.2939	-0.5847
014	Inflammation	LTA	0.3555	0.0963	-0.2659	-0.0067
014	Inflammation	LTBR	0.0123	0.0353	-0.0713	-0.0943
014	Inflammation	LTO1	-0.5621	-0.0518	0.1652	-0.3451
014	Inflammation	LY6D	0.031	-0.3597	0.0457	0.4364
014	Inflammation	LY75	0.272	-0.1871	-0.4618	-0.0027
014	Inflammation	LY9	-0.0559	0.0997	0.1075	-0.0481
014	Inflammation	MANF	3.8975	3.5822	-0.8967	-0.5814
014	Inflammation	MAP2K6	3.5145	2.7361	-1.0103	-0.2319
014	Inflammation	MAPK9	-0.0384	0.5503	-0.2796	-0.8683
014	Inflammation	MATN2	0.3083	0.0696	-0.0653	0.1734
014	Inflammation	MEGF10	0.1041	0.0687	-0.0675	-0.0321
014	Inflammation	MEPE	0.0429	-0.2505	-0.0555	0.2379
014	Inflammation	MERTK	0.1265	-0.0715	-0.125	0.073
014	Inflammation	METAP1D	1.4393	1.4787	-0.6205	-0.6599
014	Inflammation	MGLL	2.2849	2.2907	-0.8493	-0.8551
014	Inflammation	MGMT	3.0921	2.0707	-1.1386	-0.1172
014	Inflammation	MICB_MICA	-0.7842	0.4596	1.8411	0.5973
014	Inflammation	MILR1	0.0851	0.0689	-0.0034	0.0128
014	Inflammation	MLN	-0.3545	0.3318	0.8332	0.1469
014	Inflammation	MMP1	0.8519	1.0182	-0.228	-0.3943
014	Inflammation	MMP10	0.2077	-0.0658	-0.1396	0.1339
014	Inflammation	MPIG6B	2.2902	2.2792	-0.68	-0.669
014	Inflammation	MVK	-0.6075	1.2316	0.4919	-1.3472
014	Inflammation	MYO9B	1.7852	1.6724	-0.6857	-0.5729
014	Inflammation	MZB1	0.1558	0.1153	-0.1721	-0.1316
014	Inflammation	NBN	-0.175	0.805	0.5726	-0.4074
014	Inflammation	NCF2	0.4108	0.6037	-0.1339	-0.3268
014	Inflammation	NCK2	0.3802	0.4597	-0.2961	-0.3756
014	Inflammation	NCLN	-0.6748	0.2965	0.5921	-0.3792
014	Inflammation	NCR1	0.0346	-0.0632	-0.3124	-0.2146
014	Inflammation	NELL2	0.1007	-0.2461	-0.3002	0.0466
014	Inflammation	NFASC	0.0271	0.0735	0.083	0.0366
014	Inflammation	NFATC1	1.5425	1.0538	-0.7566	-0.2679
014	Inflammation	NFATC3	-0.0352	0.032	0.2546	0.1874
014	Inflammation	NME3	0.1706	0.0302	-0.0937	0.0467
014	Inflammation	NPPC	0.0442	-0.2735	-0.2928	0.0249
014	Inflammation	NRTN	0.3409	-0.5718	-0.5188	0.3939
